DATA LEVEL,PUBLIC OR INDEPENDENT,DISTRICT NUMBER,Educators CATEGORY,GENDER,SCHOOL YEAR,Educators CNT,FULLTIME Educators CNT,PARTIME Educators CNT,TOTAL FTE,BASE SALARY,TOTAL SALARY,AVERAGE EXPERIENCE,AVERAGE AGE,CERT STANDARD,CERT PROFESSIONAL,CERT CERTIFICATE BASIC,CERT LETTER PERMISSION,EXPERIENCE LESS THAN YR,EXPERIENCE 1 TO 4 YR,EXPERIENCE 5 TO 9 YR,EXPERIENCE 10 TO 19 YR,EXPERIENCE 20 OR MORE YR,AGE GRP 20 TO 24 CNT,AGE GRP 25 TO 29 CNT,AGE GRP 30 TO 34 CNT,AGE GRP 35 TO 39 CNT,AGE GRP 40 TO 44 CNT,AGE GRP 45 TO 49 CNT,AGE GRP 50 TO 54 CNT,AGE GRP 55 TO 59 CNT,AGE GRP 60 TO 64 CNT,AGE GRP 65 AND OVER CNT
DISTRICT LEVEL,BC Public School,73,Teachers,Male,1998/1999,375,350,25,366,57196,57574,17.8,45.8,15,359,0,1,6,41,46,85,197,0,27,33,27,39,93,105,48,3,0
DISTRICT LEVEL,BC Public School,73,Teachers,Male,1999/2000,367,345,22,360.3,57020,57396,17.5,45.9,14,350,1,2,6,40,58,70,193,0,23,39,28,35,83,106,48,5,0
DISTRICT LEVEL,BC Public School,73,Teachers,Male,2000/2001,369,336,33,358.9,58298,58686,17.7,46.3,14,353,1,1,8,39,64,59,199,1,23,35,32,33,68,110,59,8,0
DISTRICT LEVEL,BC Public School,73,Teachers,Male,2001/2002,360,321,39,347,58014,58385,17.3,46.2,19,338,2,1,11,41,65,51,192,2,22,34,36,34,62,103,59,8,0
DISTRICT LEVEL,BC Public School,73,Teachers,Male,2002/2003,320,292,28,310.6,61550,61962,17.2,46,14,303,2,1,1,42,56,59,162,0,17,34,38,29,53,89,55,5,0
DISTRICT LEVEL,BC Public School,73,Teachers,Male,2003/2004,299,275,24,291.1,63507,63964,17.6,46.5,11,285,2,1,1,28,58,66,146,0,8,37,34,32,37,90,55,6,0
DISTRICT LEVEL,BC Public School,73,Teachers,Male,2004/2005,285,266,19,279.9,63246,63929,17,46.3,14,268,2,1,6,34,46,75,124,1,7,36,37,34,31,76,58,5,0
DISTRICT LEVEL,BC Public School,73,Teachers,Male,2005/2006,282,256,26,275.3,62836,63625,16.3,46,18,261,2,1,11,31,51,75,114,1,11,34,38,39,29,58,65,6,1
DISTRICT LEVEL,BC Public School,73,Teachers,Male,2006/2007,275,245,30,266.8,64411,65300,15.4,45.5,23,248,2,2,10,38,47,84,96,1,12,32,38,45,30,57,53,7,0
DISTRICT LEVEL,BC Public School,73,Teachers,Male,2007/2008,266,236,30,257.9,66311,67205,14.8,45.2,26,237,1,2,10,41,45,84,86,0,9,30,45,48,31,47,45,11,0
DISTRICT LEVEL,BC Public School,73,Teachers,Male,2008/2009,248,216,32,238.8,69789,70704,14.4,44.5,16,230,1,1,6,46,40,78,78,1,16,23,43,44,35,33,44,9,0
DISTRICT LEVEL,BC Public School,73,Teachers,Male,2009/2010,246,206,40,235.1,71410,72330,13.7,43.9,19,223,2,2,5,51,44,79,67,0,15,31,41,49,36,28,36,10,0
DISTRICT LEVEL,BC Public School,73,Teachers,Male,2010/2011,232,197,35,222,73420,74118,14.1,44.3,19,209,2,2,1,40,45,88,58,0,10,29,38,41,43,29,29,13,0
DISTRICT LEVEL,BC Public School,73,Teachers,Male,2011/2012,223,192,31,214.4,73766,74467,14,44.4,15,205,2,1,2,30,50,89,52,0,8,31,35,41,42,26,31,9,0
DISTRICT LEVEL,BC Public School,73,Teachers,Male,2012/2013,218,191,27,209.1,73703,74121,13.8,44.4,16,199,2,1,2,29,57,80,50,1,6,25,35,41,46,29,25,9,1
DISTRICT LEVEL,BC Public School,73,Teachers,Male,2013/2014,207,182,25,199.6,74321,75134,14,44.6,16,188,2,1,1,17,62,78,49,1,3,28,30,39,44,35,17,9,1
DISTRICT LEVEL,BC Public School,73,Teachers,Male,2014/2015,211,179,32,201.7,75539,76299,,44.2,,,,,,,,,,0,7,23,34,46,44,33,15,8,1
DISTRICT LEVEL,BC Public School,73,Teachers,Male,2015/2016,213,179,34,203.9,76451,77794,,44.5,,,,,,,,,,1,6,20,36,42,45,35,21,5,2
DISTRICT LEVEL,BC Public School,73,Teachers,Male,2016/2017,213,177,36,203.1,77566,78636,,44.8,,,,,,,,,,,8,21,35,37,50,34,19,7,2
DISTRICT LEVEL,BC Public School,74,Administrators,All,1991/1992,21,21,0,21,62824,62996,12.5,43,1,20,0,0,1,4,2,9,5,0,0,3,4,6,5,2,1,0,0
DISTRICT LEVEL,BC Public School,74,Administrators,All,1992/1993,19,19,0,19,67475,67528,13.6,43.6,1,18,0,0,0,2,4,8,5,0,0,1,4,3,8,2,1,0,0
DISTRICT LEVEL,BC Public School,74,Administrators,All,1993/1994,19,19,0,19,68635,68635,15.8,45.7,1,18,0,0,0,2,4,6,7,0,0,1,2,2,10,3,1,0,0
DISTRICT LEVEL,BC Public School,74,Administrators,All,1994/1995,18,18,0,18,70604,70604,17.7,46.4,1,17,0,0,0,0,2,9,7,0,0,0,1,5,8,2,2,0,0
DISTRICT LEVEL,BC Public School,74,Administrators,All,1995/1996,17,17,0,17,72678,72678,17.8,46.9,0,17,0,0,0,1,1,8,7,0,0,0,0,6,7,3,1,0,0
DISTRICT LEVEL,BC Public School,74,Administrators,All,1996/1997,14,14,0,14,75424,75424,21.5,47.5,0,14,0,0,0,0,0,4,10,0,0,0,0,5,6,2,1,0,0
DISTRICT LEVEL,BC Public School,74,Administrators,All,1997/1998,14,14,0,14,75465,75465,23.1,49.1,0,14,0,0,0,0,0,4,10,0,0,0,0,2,5,5,2,0,0
DISTRICT LEVEL,BC Public School,74,Administrators,All,1998/1999,15,15,0,15,75593,75593,20.9,49.2,0,15,0,0,0,2,0,4,9,0,0,0,0,1,7,6,1,0,0
DISTRICT LEVEL,BC Public School,74,Administrators,All,1999/2000,17,16,1,16.6,77296,77296,20.6,48.5,0,17,0,0,1,1,0,4,11,0,0,0,2,1,6,6,1,1,0
DISTRICT LEVEL,BC Public School,74,Administrators,All,2000/2001,17,17,0,17,78951,78951,22,49.9,0,17,0,0,0,2,0,4,11,0,0,0,2,0,5,7,2,1,0
DISTRICT LEVEL,BC Public School,74,Administrators,All,2001/2002,18,18,0,18,78428,78428,22.5,50.2,0,18,0,0,0,0,2,4,12,0,0,1,1,0,5,7,3,1,0
DISTRICT LEVEL,BC Public School,74,Administrators,All,2002/2003,14,14,0,14,81177,81177,23.4,51.4,0,14,0,0,0,0,2,2,10,0,0,1,0,0,3,5,4,1,0
DISTRICT LEVEL,BC Public School,74,Administrators,All,2003/2004,12,12,0,12,81531,81531,20.7,49.4,0,12,0,0,0,0,2,3,7,0,0,1,1,0,3,4,3,0,0
DISTRICT LEVEL,BC Public School,74,Administrators,All,2004/2005,14,14,0,14,81841,81841,20.6,50.9,0,14,0,0,0,0,2,5,7,0,0,1,1,0,1,6,5,0,0
DISTRICT LEVEL,BC Public School,74,Administrators,All,2005/2006,17,16,1,16.8,82968,82968,20.3,51.1,1,16,0,0,0,0,3,5,9,0,0,1,1,1,1,6,7,0,0
DISTRICT LEVEL,BC Public School,74,Administrators,All,2006/2007,16,15,1,15.2,86219,86219,20.3,50.2,1,15,0,0,0,0,1,7,8,0,0,0,0,4,2,6,4,0,0
DISTRICT LEVEL,BC Public School,74,Administrators,All,2007/2008,16,16,0,16,88427,88427,20.7,51.5,1,15,0,0,0,0,1,6,9,0,0,0,0,3,2,4,7,0,0
DISTRICT LEVEL,BC Public School,74,Administrators,All,2008/2009,16,16,0,16,94002,94002,17.3,48.9,0,16,0,0,0,1,2,6,7,0,0,1,0,3,3,5,4,0,0
DISTRICT LEVEL,BC Public School,74,Administrators,All,2009/2010,14,14,0,14,99527,99527,15.9,48.6,1,13,0,0,0,1,2,7,4,0,0,1,0,2,4,4,2,1,0
DISTRICT LEVEL,BC Public School,74,Administrators,All,2010/2011,13,13,0,13,100044,100044,18.4,47.7,1,12,0,0,0,0,1,7,5,0,0,1,1,2,4,2,2,1,0
DISTRICT LEVEL,BC Public School,74,Administrators,All,2011/2012,14,13,1,13.4,98639,98639,19.7,51.4,1,13,0,0,1,0,0,6,7,0,0,0,1,1,4,3,4,1,0
DISTRICT LEVEL,BC Public School,74,Administrators,All,2012/2013,13,13,0,13,99202,99202,18.5,50.1,1,12,0,0,0,1,1,5,6,0,0,0,2,1,2,5,1,2,0
DISTRICT LEVEL,BC Public School,74,Administrators,All,2013/2014,13,13,0,13,99194,99194,13.9,49.2,1,11,1,0,1,3,1,4,4,0,1,0,1,1,2,4,2,2,0
DISTRICT LEVEL,BC Public School,74,Administrators,All,2014/2015,13,11,2,12,99675,99675,,51.2,,,,,,,,,,0,0,1,0,1,1,6,2,2,0
DISTRICT LEVEL,BC Public School,74,Administrators,All,2015/2016,12,10,2,11,100247,100247,,50.3,,,,,,,,,,0,0,2,0,0,2,5,2,1,0
DISTRICT LEVEL,BC Public School,74,Administrators,All,2016/2017,12,10,2,11,104297,104297,,51.3,,,,,,,,,,,,1,1,,2,4,3,1,
DISTRICT LEVEL,BC Public School,74,Educators,All,1991/1992,165,155,10,161.3,47459,47740,11.1,41,19,142,2,1,14,38,20,63,30,6,19,16,25,43,27,16,10,3,0
DISTRICT LEVEL,BC Public School,74,Educators,All,1992/1993,171,162,9,167.6,50001,50311,11.3,41.1,20,147,3,1,9,42,29,58,33,3,25,18,19,44,31,14,13,4,0
DISTRICT LEVEL,BC Public School,74,Educators,All,1993/1994,169,158,11,164.9,51859,52077,11.8,41.6,19,146,3,1,5,45,29,54,36,5,21,20,18,35,37,16,12,5,0
DISTRICT LEVEL,BC Public School,74,Educators,All,1994/1995,166,151,15,158.7,53296,53569,13,42.9,18,144,3,1,2,32,32,57,43,2,15,20,14,38,41,16,16,4,0
DISTRICT LEVEL,BC Public School,74,Educators,All,1995/1996,167,153,14,161.2,52771,53139,12.7,42.7,20,144,2,1,12,26,36,51,42,5,16,20,13,31,42,23,13,4,0
DISTRICT LEVEL,BC Public School,74,Educators,All,1996/1997,170,154,16,163.1,53309,53591,12.9,42.8,19,146,3,2,9,27,38,48,48,2,21,22,14,30,37,25,13,5,1
DISTRICT LEVEL,BC Public School,74,Educators,All,1997/1998,179,160,19,170.6,53028,53300,12.5,42.6,19,153,4,3,11,39,30,53,46,2,21,26,18,23,43,24,12,9,1
DISTRICT LEVEL,BC Public School,74,Educators,All,1998/1999,155,140,15,149.8,54596,54837,13,43.4,18,131,4,2,2,38,25,50,40,1,17,17,19,19,38,28,8,8,0
DISTRICT LEVEL,BC Public School,74,Educators,All,1999/2000,173,154,19,164.2,53619,53883,12.3,42.8,22,147,2,2,13,40,26,47,47,2,21,16,31,13,41,33,10,6,0
DISTRICT LEVEL,BC Public School,74,Educators,All,2000/2001,175,152,23,164.3,55253,55444,12.3,43.3,17,154,2,2,10,41,32,43,49,4,18,17,28,15,36,33,16,8,0
DISTRICT LEVEL,BC Public School,74,Educators,All,2001/2002,173,154,19,164.3,55365,55543,13.1,44,19,150,2,2,8,38,30,44,53,5,15,16,20,22,32,39,20,4,0
DISTRICT LEVEL,BC Public School,74,Educators,All,2002/2003,149,136,13,143.7,58571,58809,13.7,44.9,18,127,2,2,3,24,34,44,44,1,11,16,13,20,26,43,17,2,0
DISTRICT LEVEL,BC Public School,74,Educators,All,2003/2004,135,124,11,130.5,60028,60278,14,45.5,16,115,2,2,1,21,35,38,40,1,10,14,10,20,23,38,15,2,2
DISTRICT LEVEL,BC Public School,74,Educators,All,2004/2005,130,119,11,125.6,60443,60688,13.5,45.3,18,106,2,4,6,18,33,37,36,0,7,15,10,29,12,35,21,1,0
DISTRICT LEVEL,BC Public School,74,Educators,All,2005/2006,139,133,6,136.3,60563,60647,13.1,45.1,13,120,2,4,5,26,34,37,37,1,12,11,18,23,13,34,23,4,0
DISTRICT LEVEL,BC Public School,74,Educators,All,2006/2007,141,134,7,137.2,63340,63538,12.6,44.9,10,125,2,4,11,25,29,42,34,2,6,17,21,19,22,30,19,5,0
DISTRICT LEVEL,BC Public School,74,Educators,All,2007/2008,136,132,4,134.2,64567,64723,12.2,44.6,11,117,2,6,11,30,18,45,32,1,14,13,20,14,19,26,23,6,0
DISTRICT LEVEL,BC Public School,74,Educators,All,2008/2009,129,125,4,127.2,67928,69170,12.5,44.6,8,114,2,5,4,32,21,38,34,0,14,13,20,13,17,22,21,9,0
DISTRICT LEVEL,BC Public School,74,Educators,All,2009/2010,107,106,1,106.5,71003,72407,13.2,45.6,9,95,0,3,3,20,18,37,29,0,8,12,14,12,16,16,21,8,0
DISTRICT LEVEL,BC Public School,74,Educators,All,2010/2011,108,102,6,105.7,70196,71533,11.8,43.7,7,99,1,1,7,26,15,36,24,3,11,11,15,18,16,14,12,6,2
DISTRICT LEVEL,BC Public School,74,Educators,All,2011/2012,109,101,8,106.1,70866,72442,12.1,43.8,6,101,1,1,5,27,14,38,25,0,13,13,14,18,16,14,14,6,1
DISTRICT LEVEL,BC Public School,74,Educators,All,2012/2013,102,98,4,100.3,71268,72727,12.7,44,7,93,1,1,6,20,17,35,24,1,12,12,9,20,11,13,16,7,1
DISTRICT LEVEL,BC Public School,74,Educators,All,2013/2014,98,95,3,97.3,72606,74022,12.9,44.8,6,90,1,1,4,19,18,35,22,1,10,10,10,19,13,11,13,8,3
DISTRICT LEVEL,BC Public School,74,Educators,All,2014/2015,102,98,4,100.3,72834,74264,,44.7,,,,,,,,,,1,11,12,11,16,12,16,10,11,2
DISTRICT LEVEL,BC Public School,74,Educators,All,2015/2016,98,92,6,94.4,71989,73686,,43.6,,,,,,,,,,3,11,13,8,13,19,14,10,5,2
DISTRICT LEVEL,BC Public School,74,Educators,All,2016/2017,98,92,6,95.7,73152,74621,,43.7,,,,,,,,,,,13,13,10,10,21,14,11,5,1
DISTRICT LEVEL,BC Public School,74,Teachers,All,1991/1992,144,134,10,140.3,45159,45456,10.9,40.6,18,122,2,1,13,34,18,54,25,6,19,13,21,37,22,14,9,3,0
DISTRICT LEVEL,BC Public School,74,Teachers,All,1992/1993,152,143,9,148.6,47767,48110,11,40.8,19,129,3,1,9,40,25,50,28,3,25,17,15,41,23,12,12,4,0
DISTRICT LEVEL,BC Public School,74,Teachers,All,1993/1994,150,139,11,145.9,49674,49920,11.3,41,18,128,3,1,5,43,25,48,29,5,21,19,16,33,27,13,11,5,0
DISTRICT LEVEL,BC Public School,74,Teachers,All,1994/1995,148,133,15,140.7,51081,51389,12.5,42.4,17,127,3,1,2,32,30,48,36,2,15,20,13,33,33,14,14,4,0
DISTRICT LEVEL,BC Public School,74,Teachers,All,1995/1996,150,136,14,144.2,50424,50835,12.1,42.2,20,127,2,1,12,25,35,43,35,5,16,20,13,25,35,20,12,4,0
DISTRICT LEVEL,BC Public School,74,Teachers,All,1996/1997,156,140,16,149.1,51233,51542,12.1,42.4,19,132,3,2,9,27,38,44,38,2,21,22,14,25,31,23,12,5,1
DISTRICT LEVEL,BC Public School,74,Teachers,All,1997/1998,165,146,19,156.6,51022,51318,11.6,42,19,139,4,3,11,39,30,49,36,2,21,26,18,21,38,19,10,9,1
DISTRICT LEVEL,BC Public School,74,Teachers,All,1998/1999,140,125,15,134.8,52259,52527,12.2,42.7,18,116,4,2,2,36,25,46,31,1,17,17,19,18,31,22,7,8,0
DISTRICT LEVEL,BC Public School,74,Teachers,All,1999/2000,156,138,18,147.6,50955,51249,11.3,42.2,22,130,2,2,12,39,26,43,36,2,21,16,29,12,35,27,9,5,0
DISTRICT LEVEL,BC Public School,74,Teachers,All,2000/2001,158,135,23,147.3,52518,52731,11.3,42.6,17,137,2,2,10,39,32,39,38,4,18,17,26,15,31,26,14,7,0
DISTRICT LEVEL,BC Public School,74,Teachers,All,2001/2002,155,136,19,146.3,52529,52729,12.1,43.3,19,132,2,2,8,38,28,40,41,5,15,15,19,22,27,32,17,3,0
DISTRICT LEVEL,BC Public School,74,Teachers,All,2002/2003,135,122,13,129.7,56130,56394,12.7,44.2,18,113,2,2,3,24,32,42,34,1,11,15,13,20,23,38,13,1,0
DISTRICT LEVEL,BC Public School,74,Teachers,All,2003/2004,123,112,11,118.5,57850,58124,13.3,45.2,16,103,2,2,1,21,33,35,33,1,10,13,9,20,20,34,12,2,2
DISTRICT LEVEL,BC Public School,74,Teachers,All,2004/2005,116,105,11,111.6,57757,58033,12.7,44.6,18,92,2,4,6,18,31,32,29,0,7,14,9,29,11,29,16,1,0
DISTRICT LEVEL,BC Public School,74,Teachers,All,2005/2006,122,117,5,119.5,57412,57508,12.1,44.2,12,104,2,4,5,26,31,32,28,1,12,10,17,22,12,28,16,4,0
DISTRICT LEVEL,BC Public School,74,Teachers,All,2006/2007,125,119,6,122,60488,60711,11.6,44.2,9,110,2,4,11,25,28,35,26,2,6,17,21,15,20,24,15,5,0
DISTRICT LEVEL,BC Public School,74,Teachers,All,2007/2008,120,116,4,118.2,61337,61515,11,43.7,10,102,2,6,11,30,17,39,23,1,14,13,20,11,17,22,16,6,0
DISTRICT LEVEL,BC Public School,74,Teachers,All,2008/2009,113,109,4,111.2,64176,65598,11.8,44,8,98,2,5,4,31,19,32,27,0,14,12,20,10,14,17,17,9,0
DISTRICT LEVEL,BC Public School,74,Teachers,All,2009/2010,93,92,1,92.5,66686,68302,12.8,45.2,8,82,0,3,3,19,16,30,25,0,8,11,14,10,12,12,19,7,0
DISTRICT LEVEL,BC Public School,74,Teachers,All,2010/2011,95,89,6,92.7,66008,67533,10.9,43.1,6,87,1,1,7,26,14,29,19,3,11,10,14,16,12,12,10,5,2
DISTRICT LEVEL,BC Public School,74,Teachers,All,2011/2012,95,88,7,92.7,66850,68654,11,42.7,5,88,1,1,4,27,14,32,18,0,13,13,13,17,12,11,10,5,1
DISTRICT LEVEL,BC Public School,74,Teachers,All,2012/2013,89,85,4,87.3,67110,68785,11.8,43.1,6,81,1,1,6,19,16,30,18,1,12,12,7,19,9,8,15,5,1
DISTRICT LEVEL,BC Public School,74,Teachers,All,2013/2014,85,82,3,84.3,68504,70139,12.7,44.1,5,79,0,1,3,16,17,31,18,1,9,10,9,18,11,7,11,6,3
DISTRICT LEVEL,BC Public School,74,Teachers,All,2014/2015,89,87,2,88.3,68914,70552,,43.8,,,,,,,,,,1,11,11,11,15,11,10,8,9,2
DISTRICT LEVEL,BC Public School,74,Teachers,All,2015/2016,86,82,4,83.4,68046,69980,,42.7,,,,,,,,,,3,11,11,8,13,17,9,8,4,2
DISTRICT LEVEL,BC Public School,74,Teachers,All,2016/2017,86,82,4,84.7,68806,70480,,42.6,,,,,,,,,,,13,12,9,10,19,10,8,4,1
DISTRICT LEVEL,BC Public School,74,Administrators,Female,1991/1992,9,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,74,Administrators,Female,1992/1993,9,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,74,Administrators,Female,1993/1994,9,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,74,Administrators,Female,1994/1995,7,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,74,Administrators,Female,1995/1996,7,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,74,Administrators,Female,1996/1997,5,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,74,Administrators,Female,1997/1998,5,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,74,Administrators,Female,1998/1999,7,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,74,Administrators,Female,1999/2000,8,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,74,Administrators,Female,2000/2001,8,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,74,Administrators,Female,2001/2002,8,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,74,Administrators,Female,2002/2003,5,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,74,Administrators,Female,2003/2004,6,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,74,Administrators,Female,2004/2005,10,10,0,10,82300,82300,19.5,51.9,0,10,0,0,0,0,1,5,4,0,0,0,1,0,1,5,3,0,0
DISTRICT LEVEL,BC Public School,74,Administrators,Female,2005/2006,11,11,0,11,83588,83588,21.5,52.4,1,10,0,0,0,0,0,5,6,0,0,0,0,1,1,5,4,0,0
DISTRICT LEVEL,BC Public School,74,Administrators,Female,2006/2007,12,11,1,11.2,86926,86926,20.8,51,1,11,0,0,0,0,0,6,6,0,0,0,0,3,1,4,4,0,0
DISTRICT LEVEL,BC Public School,74,Administrators,Female,2007/2008,12,12,0,12,88678,88678,21,52.4,1,11,0,0,0,0,1,4,7,0,0,0,0,2,2,1,7,0,0
DISTRICT LEVEL,BC Public School,74,Administrators,Female,2008/2009,11,11,0,11,92866,92866,16.1,49.4,0,11,0,0,0,1,2,3,5,0,0,1,0,1,3,2,4,0,0
DISTRICT LEVEL,BC Public School,74,Administrators,Female,2009/2010,11,11,0,11,99262,99262,15,48.3,1,10,0,0,0,1,2,5,3,0,0,1,0,1,4,3,1,1,0
DISTRICT LEVEL,BC Public School,74,Administrators,Female,2010/2011,9,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk
DISTRICT LEVEL,BC Public School,74,Administrators,Female,2011/2012,10,10,0,10,98001,98001,18.7,51.6,1,9,0,0,1,0,0,4,5,0,0,0,0,1,4,2,2,1,0
DISTRICT LEVEL,BC Public School,74,Administrators,Female,2012/2013,10,10,0,10,98708,98708,18.1,50.1,1,9,0,0,0,1,1,3,5,0,0,0,1,1,2,4,1,1,0
DISTRICT LEVEL,BC Public School,74,Administrators,Female,2013/2014,11,11,0,11,98975,98975,16,51.8,1,9,1,0,1,1,1,4,4,0,0,0,1,0,2,4,2,2,0
DISTRICT LEVEL,BC Public School,74,Administrators,Female,2014/2015,12,10,2,11,99503,99503,,52.8,,,,,,,,,,0,0,0,0,1,1,6,2,2,0
DISTRICT LEVEL,BC Public School,74,Administrators,Female,2015/2016,10,8,2,9,99948,99948,,52.3,,,,,,,,,,0,0,1,0,0,1,5,2,1,0
DISTRICT LEVEL,BC Public School,74,Administrators,Female,2016/2017,10,8,2,9,103986,103986,,53.3,,,,,,,,,,,,,1,,1,4,3,1,
DISTRICT LEVEL,BC Public School,74,Educators,Female,1991/1992,91,86,5,89.4,44797,44990,10.5,39.9,16,72,2,0,8,22,12,36,13,4,11,10,13,29,13,6,3,2,0
DISTRICT LEVEL,BC Public School,74,Educators,Female,1992/1993,95,88,7,92.5,48148,48329,11.3,40.2,15,77,3,0,6,21,17,33,18,3,16,8,9,30,14,9,4,2,0
DISTRICT LEVEL,BC Public School,74,Educators,Female,1993/1994,92,84,8,89.1,49957,50097,11.4,40.5,15,74,3,0,4,23,15,32,18,4,14,8,10,23,16,11,5,1,0
DISTRICT LEVEL,BC Public School,74,Educators,Female,1994/1995,89,78,11,83.9,51359,51578,12.4,41.9,14,72,3,0,1,16,20,33,19,1,10,10,9,23,19,10,7,0,0
DISTRICT LEVEL,BC Public School,74,Educators,Female,1995/1996,93,85,8,90,51036,51513,12,42,14,77,2,0,6,16,21,30,20,3,10,12,6,18,23,14,7,0,0
DISTRICT LEVEL,BC Public School,74,Educators,Female,1996/1997,98,86,12,93.2,51353,51683,12.1,42,14,80,3,1,6,16,22,30,24,1,12,15,9,15,26,12,6,2,0
DISTRICT LEVEL,BC Public School,74,Educators,Female,1997/1998,103,89,14,96.5,51774,52102,12.1,42.1,14,84,4,1,4,24,17,35,23,1,12,16,10,13,30,10,7,4,0
DISTRICT LEVEL,BC Public School,74,Educators,Female,1998/1999,92,77,15,86.8,53735,54038,12.5,42.8,14,73,4,1,1,22,15,34,20,1,8,13,12,11,25,12,6,4,0
DISTRICT LEVEL,BC Public School,74,Educators,Female,1999/2000,106,89,17,98.2,52222,52548,11.7,42.4,18,85,2,1,10,23,15,32,26,1,14,12,19,6,26,17,7,4,0
DISTRICT LEVEL,BC Public School,74,Educators,Female,2000/2001,112,92,20,102.5,54153,54429,11.6,43.1,14,95,2,1,9,25,22,29,27,3,12,12,18,8,23,20,10,6,0
DISTRICT LEVEL,BC Public School,74,Educators,Female,2001/2002,115,98,17,107.1,53567,53818,12,43.1,15,97,2,1,8,27,21,29,30,5,12,10,13,16,19,29,9,2,0
DISTRICT LEVEL,BC Public School,74,Educators,Female,2002/2003,96,84,12,91,57059,57396,13.1,44.4,13,80,2,1,1,20,20,29,26,0,9,9,11,12,15,31,9,0,0
DISTRICT LEVEL,BC Public School,74,Educators,Female,2003/2004,90,79,11,85.5,58842,59154,13.7,45.4,12,75,2,1,1,18,21,24,26,1,7,7,8,14,14,27,10,1,1
DISTRICT LEVEL,BC Public School,74,Educators,Female,2004/2005,90,81,9,86.6,59954,60176,13.2,45.6,14,72,2,2,6,14,22,24,24,0,5,9,7,21,8,22,17,1,0
DISTRICT LEVEL,BC Public School,74,Educators,Female,2005/2006,99,94,5,96.5,59610,59703,12.4,44.7,10,86,2,1,5,22,22,25,25,1,11,7,12,17,9,21,17,4,0
DISTRICT LEVEL,BC Public School,74,Educators,Female,2006/2007,97,92,5,94.4,62493,62597,11.9,44.5,8,86,2,1,8,20,20,28,21,2,6,13,13,13,13,17,16,4,0
